,m_gene,u_uniprot_acc,u_reviewed,u_pdb
67,Rv1484,P9WGR1,True,2B36
68,Rv1484,P9WGR1,True,1P45
69,Rv1484,P9WGR1,True,2NV6
70,Rv1484,P9WGR1,True,4OXN
71,Rv1484,P9WGR1,True,4OXK
72,Rv1484,P9WGR1,True,5CP8
73,Rv1484,P9WGR1,True,3OEY
74,Rv1484,P9WGR1,True,2PR2
75,Rv1484,P9WGR1,True,4QXM
76,Rv1484,P9WGR1,True,3OF2
77,Rv1484,P9WGR1,True,4OXY
78,Rv1484,P9WGR1,True,2X23
79,Rv1484,P9WGR1,True,4OHU
80,Rv1484,P9WGR1,True,5COQ
81,Rv1484,P9WGR1,True,4OYR
82,Rv1484,P9WGR1,True,4TZK
83,Rv1484,P9WGR1,True,5CPB
84,Rv1484,P9WGR1,True,2IDZ
85,Rv1484,P9WGR1,True,4DRE
86,Rv1484,P9WGR1,True,4TRJ
87,Rv1484,P9WGR1,True,4BQP
88,Rv1484,P9WGR1,True,4TRN
89,Rv1484,P9WGR1,True,4U0K
90,Rv1484,P9WGR1,True,4TZT
91,Rv1484,P9WGR1,True,4TRM
92,Rv1484,P9WGR1,True,4DTI
93,Rv1484,P9WGR1,True,2NTJ
94,Rv1484,P9WGR1,True,3FNG
95,Rv1484,P9WGR1,True,3FNF
96,Rv1484,P9WGR1,True,2H9I
97,Rv1484,P9WGR1,True,4R9S
98,Rv1484,P9WGR1,True,4R9R
99,Rv1484,P9WGR1,True,2AQH
100,Rv1484,P9WGR1,True,2AQI
101,Rv1484,P9WGR1,True,2AQK
102,Rv1484,P9WGR1,True,4BII
103,Rv1484,P9WGR1,True,3FNH
104,Rv1484,P9WGR1,True,1ZID
105,Rv1484,P9WGR1,True,4BQR
106,Rv1484,P9WGR1,True,3FNE
107,Rv1484,P9WGR1,True,1ENY
108,Rv1484,P9WGR1,True,1ENZ
109,Rv1484,P9WGR1,True,1BVR
110,Rv1484,P9WGR1,True,2IE0
111,Rv1484,P9WGR1,True,4D0R
112,Rv1484,P9WGR1,True,4D0S
113,Rv2382c,P71718,False,
114,Rv0234c,P9WNX9,True,
115,Rv2398c,P71746,False,
116,Rv3396c,P9WMS7,True,
117,Rv2436,P71913,False,3GO7
118,Rv2436,P71913,False,3GO6
119,Rv2210c,P9WQ75,True,3HT5
120,Rv3436c,P9WN49,True,
121,Rv1737c,P9WJY7,True,
122,Rv1005c,O05591,False,
123,Rv3356c,P9WG81,True,2C2Y
124,Rv3356c,P9WG81,True,2C2X
125,Rv1631,P9WPA3,True,
126,Rv1731,P9WNX7,True,
127,Rv2139,P9WHL1,True,
128,Rv2155c,P9WJL5,True,
129,Rv3800c,I6X8D2,False,
130,Rv2322c,P71890,False,
131,Rv1981c,P9WH73,True,
132,Rv1555,P9WNB5,True,
133,Rv3331,L0TDU1,False,
134,Rv1596,P9WJJ7,True,1QPN
135,Rv1596,P9WJJ7,True,1QPO
136,Rv1596,P9WJJ7,True,1QPR
137,Rv1596,P9WJJ7,True,1QPQ
138,Rv1595,P9WJJ9,True,
139,Rv1594,P9WJK1,True,
140,Rv0853c,P9WG37,True,
141,Rv0860,O53872,False,4B3J
142,Rv0860,O53872,False,4B3I
143,Rv0860,O53872,False,4B3H
144,Rv3266c,P9WH09,True,
145,Rv1599,P9WNW9,True,
146,Rv1188,O50444,False,
147,Rv3708c,P9WNX5,True,3VOS
148,Rv3708c,P9WNX5,True,3TZ6
149,Rv0261c,P95218,False,
150,Rv2860c,I6X5K1,False,
151,Rv1201c,P9WP21,True,3FSX
152,Rv1201c,P9WP21,True,3FSY
153,Rv1187,O50443,False,4IDS
154,Rv1187,O50443,False,4IHI
155,Rv1187,O50443,False,4IDM
156,Rv1187,O50443,False,4JDC
157,Rv1187,O50443,False,4LEM
158,Rv1187,O50443,False,4NS3
159,Rv0510,P9WMP3,True,
160,Rv0511,Q6MX34,False,
161,Rv0512,P9WMP5,True,
162,Rv2006,P9WN15,True,
163,Rv1447c,P9WN73,True,
164,Rv1164,O06562,False,
165,Rv3772,P9WML5,True,4R2N
166,Rv3772,P9WML5,True,4R5Z
167,Rv1162,O06560,False,
168,Rv3756c,O69722,False,
169,Rv3777,P72043,False,
170,Rv1161,P9WJQ3,True,
171,Rv1207,P9WNC9,True,2VP8
172,Rv2498c,P9WPE1,True,1Z6K
173,Rv2498c,P9WPE1,True,1U5H
174,Rv2498c,P9WPE1,True,1U5V
175,Rv1202,P9WHS9,True,
176,Rv1200,O05301,False,
177,Rv3146,P9WJH1,True,
178,Rv3147,P9WJH3,True,
179,Rv3145,P9WIW7,True,
180,Rv1563c,P9WQ21,True,
181,Rv3696c,P9WPK1,True,
182,Rv1895,O07737,True,
183,Rv1928c,P95286,False,
184,Rv2438c,P9WJJ3,True,3SEQ
185,Rv2438c,P9WJJ3,True,3SYT
186,Rv2438c,P9WJJ3,True,3SDB
187,Rv2438c,P9WJJ3,True,3SZG
188,Rv2438c,P9WJJ3,True,3DLA
189,Rv2438c,P9WJJ3,True,3SEZ
190,Rv1568,P9WQ81,True,3BV0
191,Rv1568,P9WQ81,True,4W1V
192,Rv1568,P9WQ81,True,4W1W
193,Rv1568,P9WQ81,True,4WYA
194,Rv1568,P9WQ81,True,4MQQ
195,Rv1568,P9WQ81,True,4XEW
196,Rv1568,P9WQ81,True,4WYE
197,Rv1568,P9WQ81,True,4WYF
198,Rv1568,P9WQ81,True,4WYG
199,Rv1568,P9WQ81,True,4W1X
200,Rv1568,P9WQ81,True,3LV2
201,Rv1568,P9WQ81,True,4WYC
202,Rv1568,P9WQ81,True,4MQR
203,Rv1568,P9WQ81,True,4WYD
204,Rv1568,P9WQ81,True,4MQP
205,Rv1568,P9WQ81,True,3TFT
206,Rv1568,P9WQ81,True,3TFU
207,Rv1568,P9WQ81,True,4CXR
208,Rv1568,P9WQ81,True,4CXQ
209,Rv1569,P9WQ87,True,
210,Rv2178c,O53512,True,2YPQ
211,Rv2178c,O53512,True,2YPP
212,Rv2178c,O53512,True,3NV8
213,Rv2178c,O53512,True,3NUE
214,Rv2178c,O53512,True,3RZI
215,Rv2178c,O53512,True,2B7O
216,Rv2178c,O53512,True,2W19
217,Rv2178c,O53512,True,3NUD
218,Rv2178c,O53512,True,3KGF
219,Rv2178c,O53512,True,3PFP
220,Rv2178c,O53512,True,2W1A
221,Rv2178c,O53512,True,2YPO
222,Rv3582c,P9WKG9,True,3Q80
223,Rv3582c,P9WKG9,True,3Q7U
224,Rv3582c,P9WKG9,True,2XWN
225,Rv3582c,P9WKG9,True,3OKR
226,Rv0884c,P9WQ73,True,2FYF
227,Rv0884c,P9WQ73,True,3VOM
228,Rv2834c,I6Y1U3,False,
229,Rv0462,P9WHH9,True,3II4
230,Rv0462,P9WHH9,True,2A8X
231,Rv0462,P9WHH9,True,4M52
232,Rv1293,P9WIU7,True,2O0T
233,Rv1293,P9WIU7,True,1HKV
234,Rv1293,P9WIU7,True,1HKW
235,Rv1294,P9WPX1,True,
236,Rv1295,P9WG59,True,2D1F
237,Rv1296,P9WKE7,True,
238,Rv0467,P9WKK7,True,1F8I
239,Rv0467,P9WKK7,True,1F8M
240,Rv0467,P9WKK7,True,1F61
241,Rv0162c,L7N6B3,False,
242,Rv3608c,P9WND1,True,1EYE
243,Rv2682c,P9WNS3,True,
244,Rv2855,P9WHH3,True,
245,Rv2537c,P9WPX7,True,4CKW
246,Rv2537c,P9WPX7,True,1H05
247,Rv2537c,P9WPX7,True,4KI7
248,Rv2537c,P9WPX7,True,2XB8
249,Rv2537c,P9WPX7,True,4CIW
250,Rv2537c,P9WPX7,True,4CKZ
251,Rv2537c,P9WPX7,True,4CKX
252,Rv2537c,P9WPX7,True,4CKY
253,Rv2537c,P9WPX7,True,3N76
254,Rv2537c,P9WPX7,True,3N59
255,Rv2537c,P9WPX7,True,3N8K
256,Rv2537c,P9WPX7,True,3N8N
257,Rv2537c,P9WPX7,True,1H0R
258,Rv2537c,P9WPX7,True,3N87
259,Rv2537c,P9WPX7,True,3N86
260,Rv2537c,P9WPX7,True,4CL0
261,Rv2537c,P9WPX7,True,4B6O
262,Rv2537c,P9WPX7,True,4B6P
263,Rv2537c,P9WPX7,True,4B6Q
264,Rv2537c,P9WPX7,True,3N7A
265,Rv2537c,P9WPX7,True,4CIX
266,Rv2537c,P9WPX7,True,4CIY
267,Rv2537c,P9WPX7,True,4KIJ
268,Rv2537c,P9WPX7,True,4CIV
269,Rv2537c,P9WPX7,True,2DHQ
270,Rv2537c,P9WPX7,True,1H0S
271,Rv2537c,P9WPX7,True,4KIU
272,Rv2537c,P9WPX7,True,4KIW
273,Rv2537c,P9WPX7,True,2Y71
274,Rv2537c,P9WPX7,True,2Y76
275,Rv2537c,P9WPX7,True,2Y77
276,Rv3003c,P9WG41,True,
277,Rv2678c,P9WFE1,True,
278,Rv1653,P9WPZ3,True,3IT4
279,Rv1653,P9WPZ3,True,3IT6
280,Rv2318,P71894,False,
281,Rv0557,P9WMY5,True,
282,Rv2316,P71896,False,
283,Rv2317,L7N652,False,
284,Rv0649,Q79FX5,False,
285,Rv0503c,P9WPB5,True,3HEM
286,Rv0503c,P9WPB5,True,1KPI
287,Rv1655,P9WPZ7,True,
288,Rv0886,P9WJI1,True,
289,Rv0363c,P9WQA3,True,4LV4
290,Rv0363c,P9WQA3,True,3EKZ
291,Rv0363c,P9WQA3,True,4DEF
292,Rv0363c,P9WQA3,True,3ELF
293,Rv0363c,P9WQA3,True,4DEL
294,Rv0363c,P9WQA3,True,3EKL
295,Rv0363c,P9WQA3,True,4A22
296,Rv0363c,P9WQA3,True,4A21
297,Rv0768,I6X9R9,False,
298,Rv1529,O53903,False,
299,Rv3624c,P9WHQ9,True,4RHT
300,Rv3624c,P9WHQ9,True,4RHU
301,Rv2605c,I6X4S7,False,
302,Rv3248c,P9WGV3,True,3DHY
303,Rv3248c,P9WGV3,True,2ZIZ
304,Rv3248c,P9WGV3,True,3CE6
305,Rv3248c,P9WGV3,True,2ZJ0
306,Rv3248c,P9WGV3,True,2ZJ1
307,Rv0013,P9WN35,True,
308,Rv3330,O53380,False,4PPR
309,Rv0126,P9WQ19,True,
310,Rv3265c,P9WMY3,True,
311,Rv2222c,P9WN37,True,
312,Rv3293,L7N650,False,
313,Rv2231c,P9WQ89,True,
314,Rv2949c,P9WIC5,True,
315,Rv1940,L7N669,False,
316,Rv2476c,O53203,True,
317,Rv2984,P9WHV9,True,
318,Rv3010c,P9WID7,True,
319,Rv0137c,P9WJM5,True,1NWA
320,Rv3051c,P9WH75,True,
321,Rv2384,P71716,False,
322,Rv0084,Q10881,False,
323,Rv2701c,P9WKI9,True,2Q74
324,Rv2443,P71906,False,
325,Rv3332,O53382,False,
326,Rv1623c,L7N662,False,
327,Rv1672c,O53919,False,
328,Rv1492,P9WJK7,True,
329,Rv1493,P9WJK5,True,
330,Rv2793c,P9WHP7,True,1SGV
331,Rv1872c,P9WND5,True,
332,Rv0644c,Q79FX6,True,1TPY
333,Rv0904c,P9WQH9,True,
334,Rv2848c,P9WP97,True,
335,Rv3606c,P9WNC7,True,
336,Rv3759c,O69725,False,
337,Rv3704c,P9WPK7,True,
338,Rv2833c,P71619,False,
339,Rv3410c,P9WKI5,True,
340,Rv3303c,P9WHH7,True,1XDI
341,Rv0858c,P9WPZ5,True,2O0R
342,Rv1663,O06585,False,
343,Rv1662,O65933,False,
344,Rv2847c,I6X5I7,False,
345,Rv2538c,P9WPX9,True,3QBD
346,Rv2538c,P9WPX9,True,3QBE
347,Rv1082,P9WJN1,True,
348,Rv1122,O06574,False,
349,Rv1121,P9WN71,True,
350,Rv2502c,I6YDK7,False,
351,Rv0374c,O53709,False,
352,Rv0733,P9WKF5,True,1P4S
353,Rv0733,P9WKF5,True,2CDN
354,Rv3411c,P9WKI7,True,4ZQM
355,Rv3411c,P9WKI7,True,4ZQO
356,Rv3411c,P9WKI7,True,4ZQN
357,Rv3411c,P9WKI7,True,4ZQP
358,Rv3411c,P9WKI7,True,4ZQR
359,Rv2995c,P9WKK9,True,1W0D
360,Rv2995c,P9WKK9,True,2G4O
361,Rv1843c,P9WKI3,True,
362,Rv2982c,P9WN77,True,
363,Rv0936,P9WG09,True,
364,Rv3341,P9WJY9,True,
365,Rv1409,P9WPH1,True,
366,Rv1408,P9WI51,True,
367,Rv0946c,P9WN69,True,2WU8
368,Rv3838c,P9WIC3,True,
369,Rv1011,P9WKG7,True,3PYF
370,Rv1011,P9WKG7,True,3PYG
371,Rv1011,P9WKG7,True,3PYD
372,Rv1011,P9WKG7,True,3PYE
373,Rv1236,P9WG03,True,
374,Rv1237,P9WG01,True,
375,Rv1318c,P9WQ33,True,
376,Rv1338,P9WPW9,True,
377,Rv1336,P9WP53,True,3DKI
378,Rv1336,P9WP53,True,3FGP
379,Rv1336,P9WP53,True,3DWG
380,Rv1336,P9WP53,True,3DWI
381,Rv1238,P9WQI3,True,
382,Rv3784,P72050,False,
383,Rv1849,P9WFE9,True,
384,Rv1848,P9WFE7,True,2FVH
385,Rv0082,I6XUD2,False,
386,Rv0729,I6Y4K0,False,
387,Rv3113,O05790,False,
388,Rv2400c,P71744,False,
389,Rv1240,P9WK13,True,4TVO
390,Rv2379c,O05819,False,
391,Rv2381c,P71719,False,
392,Rv0334,P9WH13,True,
393,Rv0255c,P9WP95,True,
394,Rv0112,O53634,False,
395,Rv2124c,O33259,True,
396,Rv1739c,P9WGF7,True,
397,Rv2321c,P71891,False,
398,Rv1311,P9WPV1,True,2LX5
399,Rv3048c,P9WH71,True,1UZR
400,Rv2941,P9WQ59,True,3T5A
401,Rv2941,P9WQ59,True,3E53
402,Rv1832,P9WN53,True,
403,Rv3709c,P9WPX3,True,4GO7
404,Rv3709c,P9WPX3,True,4GO5
405,Rv3709c,P9WPX3,True,3S1T
406,Rv2583c,P9WHG9,True,
407,Rv3257c,O86374,False,
408,Rv2225,P9WIL7,True,1OY0
409,Rv3795,P9WNL7,True,
410,Rv3794,P9WNL9,True,
411,Rv2220,P9WN39,True,3ZXV
412,Rv2220,P9WN39,True,1HTO
413,Rv2220,P9WN39,True,3ZXR
414,Rv2220,P9WN39,True,2WHI
415,Rv2220,P9WN39,True,4XYC
416,Rv2220,P9WN39,True,2BVC
417,Rv2220,P9WN39,True,1HTQ
418,Rv2220,P9WN39,True,2WGS
419,Rv2220,P9WN39,True,4ACF
420,Rv3792,P9WN03,True,
421,Rv3791,P9WGS9,True,
422,Rv3790,P9WJF1,True,4P8P
423,Rv3790,P9WJF1,True,4P8T
424,Rv3790,P9WJF1,True,4NCR
425,Rv3790,P9WJF1,True,4FF6
426,Rv3790,P9WJF1,True,4FEH
427,Rv3790,P9WJF1,True,4P8M
428,Rv3790,P9WJF1,True,4P8C
429,Rv3790,P9WJF1,True,4FDN
430,Rv3790,P9WJF1,True,4FDO
431,Rv3790,P9WJF1,True,4P8Y
432,Rv3790,P9WJF1,True,4P8K
433,Rv3790,P9WJF1,True,4P8L
434,Rv3790,P9WJF1,True,4FDP
435,Rv3790,P9WJF1,True,4P8N
436,Rv2121c,P9WMN1,True,1NH8
437,Rv2121c,P9WMN1,True,1NH7
438,Rv0619,Q79FY3,False,
439,Rv0618,Q79FY4,False,
440,Rv0753c,O53816,False,
441,Rv2930,P9WQ43,True,
442,Rv2524c,P95029,False,
443,Rv2932,P9WQE5,True,
444,Rv3607c,P9WNC5,True,1Z9W
445,Rv3607c,P9WNC5,True,1NBU
446,Rv2933,P96202,True,1PQW
447,Rv2933,P96202,True,4OKI
448,Rv2933,P96202,True,4OOC
449,Rv2933,P96202,True,4P7P
450,Rv3247c,P9WKE1,True,1GSI
451,Rv3247c,P9WKE1,True,4UNP
452,Rv3247c,P9WKE1,True,1N5J
453,Rv3247c,P9WKE1,True,1N5K
454,Rv3247c,P9WKE1,True,1GTV
455,Rv3247c,P9WKE1,True,1N5I
456,Rv3247c,P9WKE1,True,1N5L
457,Rv3247c,P9WKE1,True,1MRS
458,Rv3247c,P9WKE1,True,4UNS
459,Rv3247c,P9WKE1,True,1MRN
460,Rv3247c,P9WKE1,True,4UNN
461,Rv3247c,P9WKE1,True,1W2H
462,Rv3247c,P9WKE1,True,4UNR
463,Rv3247c,P9WKE1,True,1W2G
464,Rv3247c,P9WKE1,True,1G3U
465,Rv3247c,P9WKE1,True,4UNQ
466,Rv2071c,P9WGB1,True,
467,Rv0548c,P9WNP5,True,4QIJ
468,Rv0548c,P9WNP5,True,4QII
469,Rv0548c,P9WNP5,True,1Q51
470,Rv0548c,P9WNP5,True,1Q52
471,Rv0548c,P9WNP5,True,1RJN
472,Rv0548c,P9WNP5,True,1RJM
473,Rv0548c,P9WNP5,True,3T8A
474,Rv0548c,P9WNP5,True,3T8B
475,Rv2611c,P9WMB5,True,
476,Rv2127,P9WQM9,True,
477,Rv3565,P96847,False,
478,Rv0500,P9WHU7,True,
479,Rv3602c,P9WIL5,True,4DDK
480,Rv3602c,P9WIL5,True,2A86
481,Rv3602c,P9WIL5,True,2A84
482,Rv3602c,P9WIL5,True,2A7X
483,Rv3602c,P9WIL5,True,2A88
484,Rv3602c,P9WIL5,True,3COW
485,Rv3602c,P9WIL5,True,3COV
486,Rv3602c,P9WIL5,True,3LE8
487,Rv3602c,P9WIL5,True,3IVX
488,Rv3602c,P9WIL5,True,4DE5
489,Rv3602c,P9WIL5,True,3COZ
490,Rv3602c,P9WIL5,True,3COY
491,Rv3602c,P9WIL5,True,3ISJ
492,Rv3602c,P9WIL5,True,4DDH
493,Rv3602c,P9WIL5,True,3IUB
494,Rv3602c,P9WIL5,True,1MOP
495,Rv3602c,P9WIL5,True,4DDM
496,Rv3602c,P9WIL5,True,3IUE
497,Rv3602c,P9WIL5,True,4FZJ
498,Rv3602c,P9WIL5,True,4EFK
499,Rv3602c,P9WIL5,True,4EF6
500,Rv3602c,P9WIL5,True,1N2J
501,Rv3602c,P9WIL5,True,1N2I
502,Rv3602c,P9WIL5,True,1N2H
503,Rv3602c,P9WIL5,True,1N2O
504,Rv3602c,P9WIL5,True,1N2B
505,Rv3602c,P9WIL5,True,1N2G
506,Rv3602c,P9WIL5,True,1N2E
507,Rv3602c,P9WIL5,True,3IMC
508,Rv3602c,P9WIL5,True,3IVG
509,Rv3602c,P9WIL5,True,4G5F
510,Rv3602c,P9WIL5,True,3IMG
511,Rv3602c,P9WIL5,True,3IVC
512,Rv3602c,P9WIL5,True,3IME
513,Rv3602c,P9WIL5,True,4G5Y
514,Rv3602c,P9WIL5,True,3IOC
515,Rv3602c,P9WIL5,True,3IOB
516,Rv3602c,P9WIL5,True,3IOE
517,Rv3602c,P9WIL5,True,3IOD
518,Rv2584c,P9WQ07,True,
519,Rv1018c,P9WMN3,True,4G3S
520,Rv1018c,P9WMN3,True,3ST8
521,Rv1018c,P9WMN3,True,3FOQ
522,Rv1018c,P9WMN3,True,2QKX
523,Rv1018c,P9WMN3,True,3DJ4
524,Rv1018c,P9WMN3,True,4HCQ
525,Rv1018c,P9WMN3,True,4G87
526,Rv1018c,P9WMN3,True,4G3Q
527,Rv1018c,P9WMN3,True,3D98
528,Rv1018c,P9WMN3,True,3SPT
529,Rv1018c,P9WMN3,True,3D8V
530,Rv3846,P9WGE7,True,1GN2
531,Rv3846,P9WGE7,True,1GN3
532,Rv3846,P9WGE7,True,1GN6
533,Rv3846,P9WGE7,True,1GN4
534,Rv3846,P9WGE7,True,1IDS
535,Rv2967c,I6YEU0,False,
536,Rv2713,P9WHH5,True,
537,Rv2200c,P9WP69,True,
538,Rv0357c,P9WHN3,True,
539,Rv0248c,O53670,False,
540,Rv1349,P9WQJ7,True,
541,Rv3308,O53360,False,
542,Rv3826,P9WQ47,True,
543,Rv3307,P9WP01,True,1G2O
544,Rv3307,P9WP01,True,3IOM
545,Rv3307,P9WP01,True,3SCZ
546,Rv3307,P9WP01,True,1I80
547,Rv3307,P9WP01,True,1N3I
548,Rv0505c,P9WGJ3,True,
549,Rv3002c,P9WKJ3,True,
550,Rv0509,P9WMP7,True,
551,Rv0771,I6Y4S7,False,
552,Rv0501,P9WKT3,True,
553,Rv2465c,P9WKD7,True,2VVO
554,Rv2465c,P9WKD7,True,1USL
555,Rv2465c,P9WKD7,True,2VVP
556,Rv2465c,P9WKD7,True,2VVQ
557,Rv2465c,P9WKD7,True,2BET
558,Rv2465c,P9WKD7,True,2BES
559,Rv1695,P9WHV7,True,1U0R
560,Rv1695,P9WHV7,True,1Y3I
561,Rv1695,P9WHV7,True,1Y3H
562,Rv1695,P9WHV7,True,1U0T
563,Rv1692,O33194,False,4I9G
564,Rv1699,P9WHK7,True,4ZDJ
565,Rv1699,P9WHK7,True,4ZDK
566,Rv1699,P9WHK7,True,4ZDI
567,Rv2945c,P9WK65,True,2BYO
568,Rv3667,P9WQD1,True,
569,Rv0489,P9WIC9,True,1RII
570,Rv3229c,P9WNZ3,True,
571,Rv1170,P9WJN3,True,1Q7T
572,Rv1170,P9WJN3,True,4EWL
573,Rv1170,P9WJN3,True,1Q74
574,Rv2156c,P9WMW7,True,
575,Rv0482,P9WJL9,True,
576,Rv2344c,P9WNY7,True,
577,Rv0486,P9WMY7,True,
578,Rv3150,P9WIV7,True,
579,Rv3153,P9WJG9,True,
580,Rv3152,P9WIX1,True,
581,Rv3155,P9WIX3,True,
582,Rv2399c,P71745,False,
583,Rv3157,P9WIW5,True,
584,Rv3156,P9WIW1,True,
585,Rv3158,P9WIW9,True,
586,Rv3393,O50418,False,
587,Rv1286,P9WNM5,True,4BZX
588,Rv1286,P9WNM5,True,4BZQ
589,Rv1286,P9WNM5,True,4RFV
590,Rv1285,P9WIK1,True,
591,Rv0808,P9WHQ7,True,
592,Rv0809,I6Y4V6,False,
593,Rv0805,P9WP65,True,3IB8
594,Rv0805,P9WP65,True,2HY1
595,Rv0805,P9WP65,True,2HYO
596,Rv0805,P9WP65,True,2HYP
597,Rv0805,P9WP65,True,3IB7
598,Rv0803,P9WHL7,True,
599,Rv0478,P9WP03,True,
600,Rv1570,P9WPQ5,True,3FPA
601,Rv1570,P9WPQ5,True,3FGN
602,Rv1570,P9WPQ5,True,3FMF
603,Rv1570,P9WPQ5,True,4WOP
604,Rv1570,P9WPQ5,True,3FMI
605,Rv3432c,I6YG46,False,
606,Rv0570,P9WH77,True,
607,Rv1239c,O50455,False,
608,Rv1306,P9WPV5,True,
609,Rv1307,P9WPV3,True,
610,Rv1304,P9WPV7,True,
611,Rv1305,P9WPS1,True,
612,Rv1302,P9WMW5,True,
613,Rv0391,P9WGB5,True,3NDN
614,Rv1622c,O06139,False,
615,Rv0253,O53675,False,4AIV
616,Rv0252,O53674,False,
617,Rv1308,P9WPU7,True,
618,Rv1309,P9WPU9,True,
619,Rv0645c,P9WPB1,True,
620,Rv1554,P9WNB7,True,
621,Rv2899c,P9WNF1,True,
622,Rv3309c,P9WFF3,True,
623,Rv2062c,O53498,False,
624,Rv1092c,P9WPA7,True,3AVP
625,Rv1092c,P9WPA7,True,3AVQ
626,Rv1092c,P9WPA7,True,3AVO
627,Rv1092c,P9WPA7,True,3AF4
628,Rv1092c,P9WPA7,True,3AF2
629,Rv1092c,P9WPA7,True,3AF3
630,Rv1092c,P9WPA7,True,3AF0
631,Rv1092c,P9WPA7,True,3AF1
632,Rv1092c,P9WPA7,True,2ZSA
633,Rv1092c,P9WPA7,True,2ZSB
634,Rv1092c,P9WPA7,True,2ZSE
635,Rv1092c,P9WPA7,True,2ZSD
636,Rv1092c,P9WPA7,True,2ZSF
637,Rv1092c,P9WPA7,True,2GEV
638,Rv1092c,P9WPA7,True,2GET
639,Rv1092c,P9WPA7,True,2GEU
640,Rv1092c,P9WPA7,True,2GES
641,Rv1092c,P9WPA7,True,3AEZ
642,Rv1092c,P9WPA7,True,4BFS
643,Rv1092c,P9WPA7,True,4BFT
644,Rv1092c,P9WPA7,True,4BFU
645,Rv1092c,P9WPA7,True,4BFV
646,Rv1092c,P9WPA7,True,4BFW
647,Rv1092c,P9WPA7,True,4BFX
648,Rv1092c,P9WPA7,True,4BFY
649,Rv1092c,P9WPA7,True,4BFZ
650,Rv1092c,P9WPA7,True,2ZS7
651,Rv1092c,P9WPA7,True,2ZS9
652,Rv1092c,P9WPA7,True,2ZS8
653,Rv0650,I6Y8D3,False,
654,Rv2192c,P9WFX5,True,4OWN
655,Rv2192c,P9WFX5,True,4OWO
656,Rv2192c,P9WFX5,True,3R6C
657,Rv2192c,P9WFX5,True,4OWM
658,Rv2192c,P9WFX5,True,4GKM
659,Rv2192c,P9WFX5,True,4OWV
660,Rv2192c,P9WFX5,True,4GIU
661,Rv2192c,P9WFX5,True,4N93
662,Rv2192c,P9WFX5,True,4OWU
663,Rv2192c,P9WFX5,True,3QS8
664,Rv2192c,P9WFX5,True,4OWQ
665,Rv2192c,P9WFX5,True,3UU1
666,Rv2192c,P9WFX5,True,4IJ1
667,Rv2192c,P9WFX5,True,4OWS
