,group,mol
446,000011,LAQ
447,000011,HSS
448,000011,AFH
449,000011,3OD
450,000011,ABG
451,000011,XYQ
452,000011,G1R
453,000011,G2R
454,000011,GFF
455,000011,TDO
456,000011,BZG
457,000011,AD9
458,000011,CXR
459,000011,CGR
460,000011,A1R
461,000011,AQP
462,000011,GGZ
463,000011,N1C
464,000011,A2R
465,000011,GFH
466,000011,YLY
467,000011,01G
468,000011,UPP
469,000011,NA7
470,000011,ANZ
471,000011,GAV
472,000011,MGO
473,000011,MGQ
474,000011,MGV
475,000011,ZZB
476,000011,ZZC
477,000011,AR6
478,000011,NB8
479,000011,RBY
480,000011,AYB
481,000011,KAA
482,000011,ARU
483,000011,52H
484,000011,53H
485,000011,54H
486,000011,00A
487,000011,FEG
488,000011,GPD
489,000011,XAH
490,000011,I2C
491,000011,T3Q
492,000011,T3F
493,000011,B32
494,000435,149
495,000435,0.00191
496,000435,LEUCINE
497,000435,LEU
498,000435,MET
499,000435,GLU
500,000435,GLN
501,000435,HIS
502,000435,LYS
503,000435,ILE
504,000435,ARG
505,000435,DDL
506,000435,DGL
507,000435,CME
508,000435,OAR
509,000435,BUC
510,000435,OHO
511,000435,MSE
512,000435,POM
513,000435,H5M
514,000435,NLE
515,000435,ORN
516,000435,DLE
517,000435,AAL
518,000435,CXM
519,000435,MEN
520,000435,OCY
521,000435,HTO
522,000435,GMA
523,000435,SME
524,000435,MLE
525,000435,GAM
526,000435,SLZ
527,000435,FME
528,000435,GE1
529,000435,GE2
530,000435,AEA
531,000435,DLY
532,000435,DIL
533,000435,ACA
534,000435,AGL
535,000435,MNL
536,000435,MHL
537,000435,IML
538,000435,CY1
539,000435,CDR
540,000435,DIG
541,000435,NOJ
542,000435,CAB
543,000435,DO2
544,000435,CCS
545,000435,ADH
546,000435,CSA
547,000435,CXF
548,000435,GLD
549,000435,ONL
550,000435,CPI
551,000435,3PA
552,000435,XDN
553,000435,GCN
554,000435,DMJ
555,000435,FOC
556,000435,3OL
557,000435,LYN
558,000435,BUM
559,000435,OCA
560,000435,KAH
561,000435,MGN
562,000435,TZL
563,000435,CGN
564,000435,IMR
565,000435,2AS
566,000435,AVG
567,000435,MLZ
568,000435,AHP
569,000435,DMH
570,000435,DDO
571,000435,LDO
572,000435,2DG
573,000435,ILX
574,000435,ESC
575,000435,NPI
576,000435,GLX
577,000435,MED
578,000435,X7O
579,000435,BGX
580,000435,CY4
581,000435,RAE
582,000435,ABE
583,000435,NEB
584,000435,VPR
585,000435,MEQ
586,000435,HPN
587,000435,LIS
588,000435,IFM
589,000435,LEF
590,000435,VIG
591,000435,MHN
592,000435,NMH
593,000435,SHV
594,000435,SCS
595,000435,0AH
596,000435,CYY
597,000435,LYZ
598,000435,DNE
599,000435,DNM
600,000435,HLU
601,000435,DNG
602,000435,NLO
603,000435,2MT
604,000435,SYM
605,000435,TOC
606,000435,TOB
607,000435,BG5
608,000435,TYV
609,000435,LME
610,000435,HHK
611,000435,AC5
612,000435,BPE
613,000435,DQQ
614,000435,AZK
615,000435,GAU
616,000435,ODI
617,000435,CMY
618,000435,DFU
619,000435,ORQ
620,000435,AN0
621,000435,P2O
622,000435,LDH
623,000435,CL5
624,000435,LED
625,000435,AZF
626,000435,GME
627,000435,B3K
628,000435,B3E
629,000435,MHE
630,000435,I2M
631,000435,MND
632,000435,LMQ
633,000435,TH5
634,000435,FHO
635,000435,L3O
636,000435,HL2
637,000435,SMZ
638,000435,B3Q
639,000435,MT2
640,000435,OLZ
641,000435,0PA
642,000435,YHO
643,000435,3OC
644,000435,RSF
645,000435,2HG
646,000001,145
647,000001,0.01236
648,000001,S-ADENOSYL-L-HOMOCYSTEINE
649,000001,SAH
650,000001,DI
651,000001,A2M
652,000001,GTX
653,000001,SUC
654,000001,THP
655,000001,ZMR
656,000001,MAL
657,000001,E64
658,000001,P
659,000001,PPD
660,000001,IGU
661,000001,ACV
662,000001,DOM
663,000001,PY6
664,000001,G47
665,000001,G49
666,000001,C31
667,000001,T32
668,000001,C49
669,000001,LAT
670,000001,PSF
671,000001,M2G
672,000001,OMG
673,000001,TLC
674,000001,INJ
675,000001,PN2
676,000001,SCM
677,000001,CBI
678,000001,PE6
679,000001,MYG
680,000001,LCG
681,000001,PNS
682,000001,MER
683,000001,OCV
684,000001,ANA
685,000001,127
686,000001,125
687,000001,SAI
688,000001,DEB
689,000001,ILP
690,000001,PSR
691,000001,BCZ
692,000001,BH7
693,000001,233
694,000001,C36
695,000001,ABL
696,000001,MDM
697,000001,5YL
698,000001,ASV
699,000001,APV
700,000001,168
701,000001,TC4
702,000001,PRX
703,000001,6MI
704,000001,ACC
705,000001,IP1
706,000001,MAB
707,000001,8MG
708,000001,097
709,000001,DP2
710,000001,5AS
711,000001,HG9
712,000001,P1C
713,000001,B2G
714,000001,CDH
715,000001,KSG
716,000001,LBT
717,000001,NLC
718,000001,MDZ
719,000001,W2X
720,000001,PVC
721,000001,2BT
722,000001,BMH
723,000001,FB
724,000001,NMT
725,000001,NMS
726,000001,C2L
727,000001,U2L
728,000001,2NT
729,000001,TFE
730,000001,P2T
731,000001,2AT
732,000001,2GT
733,000001,2OT
734,000001,M5M
735,000001,DR5
736,000001,UCD
737,000001,P1G
738,000001,P2G
739,000001,S2M
740,000001,GNE
741,000001,CYJ
742,000001,LET
743,000001,OBS
744,000001,LSO
745,000001,C1X
746,000001,042
747,000001,75V
748,000001,76V
749,000001,HRB
750,000001,PM4
751,000001,ICR
752,000001,N3E
753,000001,U17
754,000001,XGL
755,000001,XAL
756,000001,XUG
757,000001,SA2
758,000001,XGU
759,000001,2EG
760,000001,4HX
761,000001,ACW
762,000001,BCV
763,000001,A14
764,000001,CM0
765,000001,SXM
766,000001,SXV
767,000001,M13
768,000001,DDD
769,000001,LY5
770,000001,G20
771,000001,VB1
772,000001,REC
773,000001,VAM
774,000001,NCW
775,000001,OPI
776,000001,18D
777,000001,WQP
778,000001,KEM
779,000001,ZX0
780,000001,ZX1
781,000001,X94
782,000001,47C
783,000001,2CV
784,000001,SC0
785,000001,PD7
786,000001,WZ1
787,000001,DRS
788,000001,DWZ
789,000001,SWE
790,000001,TNA
791,000001,UM0
792,000001,2SD
793,000001,S1P
794,000495,143
795,000495,0.00340
796,000495,BETA-D-MANNOSE
797,000495,BMA
798,000495,MAN
799,000495,GAL
800,000495,GLC
801,000495,CIT
802,000495,GPE
803,000495,AAB
804,000495,PGE
805,000495,BGC
806,000495,GLO
807,000495,FRU
808,000495,ICA
809,000495,GUP
810,000495,INS
811,000495,TPO
812,000495,GLA
813,000495,ICT
814,000495,FLC
815,000495,GCO
816,000495,YRR
817,000495,GC4
818,000495,GCU
819,000495,DGC
820,000495,BDP
821,000495,HMC
822,000495,G4D
823,000495,GLF
824,000495,PHD
825,000495,SOR
826,000495,MXY
827,000495,3DR
828,000495,G2F
829,000495,SGC
830,000495,GOX
831,000495,LGC
832,000495,GCS
833,000495,GLR
834,000495,XYH
835,000495,DXG
836,000495,ASU
837,000495,SSG
838,000495,ATH
839,000495,LOX
840,000495,PA1
841,000495,KBG
842,000495,E4P
843,000495,ORP
844,000495,SUI
845,000495,DHK
846,000495,FA1
847,000495,MBF
848,000495,MAF
849,000495,ADA
850,000495,MA3
851,000495,FUF
852,000495,IDR
853,000495,GCD
854,000495,PED
855,000495,GC1
856,000495,MAW
857,000495,MAV
858,000495,SWA
859,000495,BEM
860,000495,LGU
861,000495,NCD
862,000495,HPD
863,000495,MA1
864,000495,2FG
865,000495,149
866,000495,GTR
867,000495,GS1
868,000495,MTL
869,000495,DRZ
870,000495,BDF
871,000495,IDG
872,000495,BDG
873,000495,158
874,000495,GTM
875,000495,MXZ
876,000495,LX1
877,000495,ASB
878,000495,GUL
879,000495,FMF
880,000495,ALL
881,000495,GAD
882,000495,GCT
883,000495,OGG
884,000495,HCX
885,000495,BG3
886,000495,SKM
887,000495,NSN
888,000495,GAF
889,000495,GTL
890,000495,IFL
891,000495,KDG
892,000495,FA3
893,000495,KPA
894,000495,HMS
895,000495,DXD
896,000495,ASO
897,000495,GLT
898,000495,NLQ
899,000495,OHS
900,000495,HPO
901,000495,SR1
902,000495,LFR
903,000495,GXL
904,000495,CGB
905,000495,C5A
906,000495,C5B
907,000495,MSN
908,000495,EXO
909,000495,PSX
910,000495,PSK
911,000495,3HD
912,000495,AOS
913,000495,I1N
914,000495,FU4
915,000495,NOY
916,000495,YLL
917,000495,GL0
918,000495,ISD
919,000495,LLH
920,000495,6CS
921,000495,TAG
922,000495,FUD
923,000495,3MG
924,000495,LRH
925,000495,KDF
926,000495,ASF
927,000495,GZL
928,000495,CBU
929,000495,DNO
930,000495,FHN
931,000495,X09
932,000495,ZWZ
933,000495,SHD
934,000495,1N5
935,000495,HCT
936,000495,MZB
937,000495,NHF
938,000495,1GN
939,000495,ENL
940,000034,132
941,000034,0.00990
942,000034,5-METHYL-2'-DEOXYCYTIDINE
943,000034,MCY
944,000034,PRH
945,000034,FMB
946,000034,GLS
947,000034,NOS
948,000034,TCP
949,000034,1DA
950,000034,THS
951,000034,CTD
952,000034,DUR
953,000034,DOC
954,000034,LMZ
955,000034,5AT
956,000034,SIA
957,000034,DHZ
958,000034,ZEB
959,000034,SC
960,000034,SLB
961,000034,EQP
962,000034,AXP
963,000034,THM
964,000034,TMC
965,000034,DAN
966,000034,5HT
967,000034,P2U
968,000034,HMN
969,000034,NAY
970,000034,NAU
971,000034,4AM
972,000034,9AM
973,000034,49A
974,000034,KIF
975,000034,GL2
976,000034,GL5
977,000034,GL7
978,000034,GL9
979,000034,CR1
980,000034,CR6
981,000034,0DC
982,000034,CDG
983,000034,FXP
984,000034,GL4
985,000034,URI
986,000034,GMP
987,000034,XIL
988,000034,UVC
989,000034,H5P
990,000034,CMR
991,000034,SPT
992,000034,T2S
993,000034,FHU
994,000034,AHU
995,000034,BVD
996,000034,AZC
997,000034,INI
998,000034,DNR
999,000034,BHG
1000,000034,Z
1001,000034,BRD
1002,000034,TFT
1003,000034,TNR
1004,000034,UBB
1005,000034,BGN
1006,000034,SSU
1007,000034,SNG
1008,000034,SCT
1009,000034,GEO
1010,000034,2FA
1011,000034,MTP
1012,000034,KDA
1013,000034,TA3
1014,000034,B7G
1015,000034,AH0
1016,000034,5UD
1017,000034,SSO
1018,000034,SSD
1019,000034,SSE
1020,000034,BLT
1021,000034,HPR
1022,000034,MUB
1023,000034,NTF
1024,000034,GL6
1025,000034,OX2
1026,000034,8HG
1027,000034,ANU
1028,000034,URD
1029,000034,O2C
1030,000034,ISX
1031,000034,PYO
1032,000034,PUG
1033,000034,6GP
1034,000034,7GP
1035,000034,8GP
1036,000034,DL6
1037,000034,TYU
1038,000034,W72
1039,000034,U33
1040,000034,5PY
1041,000034,GI1
1042,000034,GI4
1043,000034,AMV
1044,000034,SKD
1045,000034,US1
1046,000034,BXP
1047,000034,TIZ
1048,000034,F68
1049,000034,NNR
1050,000034,KDE
1051,000034,KO2
1052,000034,BG1
1053,000034,C4S
1054,000034,GYU
1055,000034,17B
1056,000034,LZ0
1057,000034,YX1
1058,000034,NHT
1059,000034,STZ
1060,000034,64P
1061,000034,CDW
1062,000034,EBQ
1063,000034,NDZ
1064,000034,1SC
1065,000034,CJB
1066,000034,RDD
1067,000034,C3B
1068,000034,C4B
1069,000034,F01
1070,000034,9DX
1071,000034,8EP
1072,000034,RUG
1073,000034,UPS
1074,000034,VPU
1075,000216,113
1076,000216,0.00331
1077,000216,SPERMINE
1078,000216,SPM
1079,000216,MLY
1080,000216,API
1081,000216,DNN
1082,000216,CYG
1083,000216,KCX
1084,000216,BTB
1085,000216,LTA
1086,000216,DAO
1087,000216,MD2
1088,000216,BMT
1089,000216,1NB
1090,000216,BRC
1091,000216,OES
1092,000216,M3L
1093,000216,MGG
1094,000216,DMT
1095,000216,TBM
1096,000216,TMD
1097,000216,DDQ
1098,000216,IKT
1099,000216,DSD
1100,000216,DTB
1101,000216,HRG
1102,000216,AAG
1103,000216,UNA
1104,000216,ALY
1105,000216,PBG
1106,000216,CHS
1107,000216,DSB
1108,000216,DEM
1109,000216,DOA
1110,000216,2NP
1111,000216,KAI
1112,000216,DLS
1113,000216,4OX
1114,000216,LOV
1115,000216,FA6
1116,000216,ALI
1117,000216,DIQ
1118,000216,OPR
1119,000216,MCO
1120,000216,CLH
1121,000216,ARV
1122,000216,SNR
1123,000216,CBH
1124,000216,12H
1125,000216,YBT
1126,000216,LAP
1127,000216,3AR
1128,000216,VIO
1129,000216,CXS
1130,000216,BDD
1131,000216,HTI
1132,000216,MCL
1133,000216,2DF
1134,000216,SSC
1135,000216,KAP
1136,000216,M1C
1137,000216,I58
1138,000216,SMG
1139,000216,PAU
1140,000216,GU8
1141,000216,GU9
1142,000216,GU1
1143,000216,GU2
1144,000216,AZ1
1145,000216,LLY
1146,000216,IN2
1147,000216,E1P
1148,000216,BEQ
1149,000216,SUO
1150,000216,NC3
1151,000216,BGT
1152,000216,BPR
1153,000216,ECG
1154,000216,DA2
1155,000216,S10
1156,000216,1DB
1157,000216,1DO
1158,000216,HXD
1159,000216,SN0
1160,000216,ZDP
1161,000216,TYO
1162,000216,LIK
1163,000216,AHY
1164,000216,REZ
1165,000216,D20
1166,000216,SXE
1167,000216,NSK
1168,000216,N10
1169,000216,CCL
1170,000216,UDT
1171,000216,MDX
1172,000216,DFD
1173,000216,KDD
1174,000216,TSO
1175,000216,F34
1176,000216,LP6
1177,000216,KPI
1178,000216,X8Z
1179,000216,OCQ
1180,000216,LBY
1181,000216,SSM
1182,000216,KYQ
1183,000216,LCK
1184,000216,SP7
1185,000216,DA3
1186,000216,CYK
1187,000216,IEL
1188,000216,EXY
1189,000216,5HD
1190,000216,GTC
1191,000099,111
1192,000099,0.00218
1193,000099,N-ACETYL-D-GLUCOSAMINE
1194,000099,NAG
1195,000099,NDG
1196,000099,NGZ
1197,000099,TIA
1198,000099,MBG
1199,000099,NGA
1200,000099,3FM
1201,000099,DDU
1202,000099,IPD
1203,000099,A2G
1204,000099,UAP
1205,000099,SGA
1206,000099,AP3
1207,000099,GAR
1208,000099,CEG
1209,000099,G4S
1210,000099,1PG
1211,000099,ERI
1212,000099,CIP
1213,000099,NTZ
1214,000099,NAA
1215,000099,AMI
1216,000099,NGO
1217,000099,NBG
1218,000099,CTS
1219,000099,KDO
1220,000099,GP4
1221,000099,GP1
1222,000099,IDU
1223,000099,G1P
1224,000099,GLG
1225,000099,GCV
1226,000099,NA1
1227,000099,NGT
1228,000099,LIP
1229,000099,EPG
1230,000099,EBG
1231,000099,IFG
1232,000099,THU
1233,000099,RHC
1234,000099,IPT
1235,000099,GTZ
1236,000099,HOQ
1237,000099,GCW
1238,000099,MUR
1239,000099,GDL
1240,000099,SUJ
1241,000099,CGF
1242,000099,CBF
1243,000099,IDX
1244,000099,P3G
1245,000099,RIL
1246,000099,DLG
1247,000099,AIG
1248,000099,C5X
1249,000099,C4X
1250,000099,C3X
1251,000099,DEG
1252,000099,46M
1253,000099,MMN
1254,000099,KRI
1255,000099,GL1
1256,000099,FKD
1257,000099,BGS
1258,000099,GIM
1259,000099,HSQ
1260,000099,4GP
1261,000099,HYI
1262,000099,H1D
1263,000099,DT6
1264,000099,5AX
1265,000099,BM3
1266,000099,NB1
1267,000099,GI3
1268,000099,BEU
1269,000099,3CU
1270,000099,B6D
1271,000099,D33
1272,000099,M8C
1273,000099,D6G
1274,000099,KDR
1275,000099,KO1
1276,000099,NBV
1277,000099,KDN
1278,000099,NOK
1279,000099,MVL
1280,000099,15A
1281,000099,HQ6
1282,000099,MT5
1283,000099,G7P
1284,000099,SN5
1285,000099,ZZI
1286,000099,LG9
1287,000099,5FN
1288,000099,X3J
1289,000099,GC2
1290,000099,KDM
1291,000099,KFN
1292,000099,K00
1293,000099,K99
1294,000099,ZXA
1295,000099,LXZ
1296,000099,LXB
1297,000099,D3Z
1298,000099,H1M
1299,000099,FSA
1300,000099,9GP
1301,000099,OAK
1302,000099,RGG
1303,000099,DZE
1304,000099,OPM
1305,000461,95
1306,000461,0.00254
1307,000461,2-(N-MORPHOLINO)-ETHANESULFONIC
1308,000461,ACID
1309,000461,MES
1310,000461,DM0
1311,000461,DIP
1312,000461,DIX
1313,000461,DIY
1314,000461,C5C
1315,000461,ACI
1316,000461,DAR
1317,000461,CAM
1318,000461,STA
1319,000461,HIC
1320,000461,AMH
1321,000461,ALC
1322,000461,OIC
1323,000461,SPD
1324,000461,SSB
1325,000461,AHO
1326,000461,GE3
1327,000461,MFU
1328,000461,NON
1329,000461,DRI
1330,000461,UND
1331,000461,PG5
1332,000461,1GL
1333,000461,CGA
1334,000461,NRI
1335,000461,LPA
1336,000461,RED
1337,000461,DHM
1338,000461,DKA
1339,000461,MMO
1340,000461,ILO
1341,000461,3ID
1342,000461,ARO
1343,000461,STN
1344,000461,0A8
1345,000461,CIR
1346,000461,ZAL
1347,000461,TNE
1348,000461,MA2
1349,000461,F09
1350,000461,DHS
1351,000461,TOE
1352,000461,RAO
1353,000461,SQ
1354,000461,A3M
1355,000461,GND
1356,000461,N7P
1357,000461,GDA
1358,000461,MAT
1359,000461,GC7
1360,000461,DYB
1361,000461,AME
1362,000461,CNL
1363,000461,TOA
1364,000461,BG4
1365,000461,HPL
1366,000461,FXY
1367,000461,GIO
1368,000461,1P3
1369,000461,DE1
1370,000461,BBC
1371,000461,3YP
1372,000461,GBN
1373,000461,LEO
1374,000461,HOC
1375,000461,PTO
1376,000461,6CL
1377,000461,MNM
1378,000461,CXP
1379,000461,C1R
1380,000461,P4G
1381,000461,220
1382,000461,HNE
1383,000461,KTA
1384,000461,HNB
1385,000461,HND
1386,000461,NK1
1387,000461,NK2
1388,000461,MRP
1389,000461,EMP
1390,000461,NIG
1391,000461,DI6
1392,000461,2TB
1393,000461,LYP
1394,000461,T55
1395,000461,AYC
1396,000461,SFU
1397,000461,X05
1398,000461,ECQ
1399,000461,KCQ
1400,000461,ZXD
1401,000461,ADM
1402,000461,6HN
1403,000461,MYN
1404,000439,93
1405,000439,0.00183
1406,000439,ASPARTIC
1407,000439,ACID
1408,000439,ASP
1409,000439,DDA
1410,000439,MDA
1411,000439,DPR
1412,000439,IPM
1413,000439,PSE
1414,000439,PCA
1415,000439,EFC
1416,000439,G6D
1417,000439,THC
1418,000439,RIP
1419,000439,ARA
1420,000439,ARB
1421,000439,FCA
1422,000439,FCB
1423,000439,CGU
1424,000439,HYP
1425,000439,FUL
1426,000439,FUC
1427,000439,AKG
1428,000439,TLA
1429,000439,DAS
1430,000439,XYS
1431,000439,0A0
1432,000439,BHD
1433,000439,XYP
1434,000439,ACB
1435,000439,DGN
1436,000439,LML
1437,000439,CYQ
1438,000439,TAR
1439,000439,RAM
1440,000439,LAA
1441,000439,OCS
1442,000439,RNT
1443,000439,RNS
1444,000439,AHB
1445,000439,COI
1446,000439,OMT
1447,000439,OAS
1448,000439,PLU
1449,000439,XYL
1450,000439,RIB
1451,000439,LXC
1452,000439,AHR
1453,000439,UN1
1454,000439,OGA
1455,000439,SHU
1456,000439,2ML
1457,000439,ASA
1458,000439,PML
1459,000439,BCN
1460,000439,MFB
1461,000439,KPL
1462,000439,PAF
1463,000439,SRT
1464,000439,BDR
1465,000439,DMK
1466,000439,NXA
1467,000439,PA2
1468,000439,DAG
1469,000439,DLF
1470,000439,GHG
1471,000439,DIR
1472,000439,DHH
1473,000439,CDV
1474,000439,SSH
1475,000439,RSH
1476,000439,HGA
1477,000439,DOR
1478,000439,XLS
1479,000439,XUL
1480,000439,HIO
1481,000439,ARW
1482,000439,0AK
1483,000439,4AT
1484,000439,AOL
1485,000439,1AB
1486,000439,LFC
1487,000439,SC2
1488,000439,B3D
1489,000439,DSR
1490,000439,I38
1491,000439,RM4
1492,000439,HTN
1493,000439,2DR
1494,000439,AZS
1495,000439,AVN
