,m_gene,u_uniprot_acc,u_reviewed,u_pdb
68,KPN_01309,A6T820,False,
69,KPN_01308,A6T819,False,
70,KPN_03198,A6TDC5,False,
71,KPN_03199,A6TDC6,True,
72,KPN_03057,A6TCY7,False,
73,KPN_03056,A6TCY6,False,
74,KPN_04234,A6TGC9,False,
75,KPN_02876,A6TCG5,True,
76,KPN_02877,A6TCG6,False,
77,KPN_03352,A6TDS8,True,
78,KPN_03354,A6TDT0,False,
79,KPN_03355,A6TDT1,False,
80,KPN_03356,A6TDT2,True,
81,KPN_03357,A6TDT3,False,
82,KPN_02081,A6TA88,False,
83,KPN_04375,A6TGQ0,True,
84,KPN_01952,A6T9W2,False,
85,KPN_04374,A6TGP9,False,
86,KPN_00768,A6T6I3,True,
87,KPN_00585,A6T614,False,
88,KPN_01958,A6T9W8,True,
89,KPN_00611,A6T640,False,
90,KPN_00612,A6T641,False,
91,KPN_00613,A6T642,False,
92,KPN_00614,A6T643,False,
93,KPN_04372,A6TGP7,True,
94,KPN_01926,A6T9T6,False,
95,KPN_00755,A6T6H0,False,
96,KPN_00754,A6T6G9,False,
97,KPN_00756,A6T6H1,False,
98,KPN_00758,A6T6H3,False,
99,KPN_04012,A6TFR3,False,
100,KPN_04013,A6TFR4,False,
101,KPN_04010,A6TFR1,False,
102,KPN_04011,A6TFR2,True,
103,KPN_03812,A6TF65,False,
104,KPN_04156,A6TG55,False,
105,KPN_00025,A6T4G4,True,
106,KPN_04073,A6TFX2,False,
107,KPN_01622,A6T8Y2,False,
108,KPN_00077,A6T4L6,True,
109,KPN_00021,A6T4G0,False,
110,KPN_00020,A6T4F9,False,
111,KPN_01587,A6T8U7,False,
112,KPN_01586,A6T8U6,False,
113,KPN_01583,A6T8U3,False,
114,KPN_03150,A6TD80,False,
115,KPN_01628,A6T8Y8,True,
116,KPN_02176,A6TAI3,True,
117,KPN_00838,A6T6Q3,False,
118,KPN_00375,A6T5F6,True,
119,KPN_03801,A6TF54,False,
120,KPN_00945,A6T710,True,
121,KPN_03126,A6TD56,False,
122,KPN_03125,A6TD55,False,
123,KPN_03124,A6TD54,True,
124,KPN_03123,A6TD53,True,
125,KPN_01880,A6T9P0,False,
126,KPN_01640,A6T900,True,
127,KPN_03968,A6TFL9,False,
128,KPN_02120,A6TAC7,True,
129,KPN_02121,A6TAC8,True,
130,KPN_02122,A6TAC9,True,
131,KPN_04170,A6TG65,False,
132,KPN_03380,A6TDV6,False,
133,KPN_00935,A6T700,True,
134,KPN_02772,A6TC61,False,
135,KPN_04304,A6TGI8,True,
136,KPN_03597,A6TEK6,False,
137,KPN_02458,A6TBA5,False,
138,KPN_04558,A6TH78,True,
139,KPN_02593,A6TBP0,False,
140,KPN_04305,A6TGI9,False,
141,KPN_04591,A6THA8,False,
142,KPN_04302,A6TGI6,False,
143,KPN_03436,A6TE11,False,
144,KPN_03538,A6TEE9,True,
145,KPN_03539,A6TEF0,False,
146,KPN_00502,A6T5T1,False,
147,KPN_03432,A6TE07,False,
148,KPN_03113,A6TD43,False,
149,KPN_01056,A6T7B8,True,
150,KPN_00007,A6T4E7,False,
151,KPN_00039,A6T4H8,True,
152,KPN_02183,A6TAJ0,False,
153,KPN_00134,A6T4S3,False,
154,KPN_00008,A6T4E8,False,
155,KPN_04131,A6TG30,False,
156,KPN_01875,A6T9N5,False,3FCP
157,KPN_02393,A6TB48,False,
158,KPN_02392,A6TB47,True,
159,KPN_00928,A6T6Z3,False,
160,KPN_03878,A6TFD1,True,
161,KPN_03972,A6TFM3,False,
162,KPN_00842,A6T6Q7,False,
163,KPN_00920,A6T6Y5,False,
164,KPN_03876,A6TFC9,False,
165,KPN_00926,A6T6Z1,False,
166,KPN_03665,A6TES3,False,
167,KPN_00925,A6T6Z0,True,
168,KPN_00030,A6T4G9,False,
169,KPN_00378,A6T5F9,False,
170,KPN_02662,A6TBV8,True,
171,KPN_01139,A6T7K1,False,
172,KPN_00373,A6T5F4,False,
173,KPN_00372,A6T5F3,True,
174,KPN_03389,A6TDW5,False,
175,KPN_02213,A6TAL8,False,
176,KPN_04839,A6THZ8,False,
177,KPN_03225,A6TDF2,False,
178,KPN_03226,A6TDF3,False,
179,KPN_01131,A6T7J3,False,
180,KPN_03540,A6TEF1,False,
181,KPN_00472,A6T5Q2,False,
182,KPN_00033,A6T4H2,False,
183,KPN_03547,A6TEF8,True,
184,KPN_00477,A6T5Q7,False,
185,KPN_00478,A6T5Q8,False,
186,KPN_03548,A6TEF9,False,
187,KPN_02374,A6TB29,False,
188,KPN_02079,A6TA86,False,
189,KPN_02629,A6TBS5,False,
190,KPN_02783,A6TC72,False,
191,KPN_04271,A6TGF9,False,
192,KPN_00717,A6T6D9,True,
193,KPN_00936,A6T701,True,
194,KPN_00131,A6T4S0,False,
195,KPN_00730,A6T6F2,False,
196,KPN_01579,A6T8T9,False,
197,KPN_01576,A6T8T6,False,
198,KPN_03767,A6TF20,False,
199,KPN_03932,A6TFI4,False,
200,KPN_00214,A6T503,False,
201,KPN_01476,A6T8I7,False,
202,KPN_01475,A6T8I6,False,
203,KPN_01474,A6T8I5,False,
204,KPN_02308,A6TAW3,False,
205,KPN_02309,A6TAW4,True,
206,KPN_00212,A6T501,False,
207,KPN_00213,A6T502,False,
208,KPN_03909,A6TFG1,False,
209,KPN_02305,A6TAW0,True,
210,KPN_02306,A6TAW1,False,
211,KPN_04303,A6TGI7,False,
212,KPN_01479,A6T8J0,False,
213,KPN_01478,A6T8I9,False,
214,KPN_01222,A6T7T4,False,
215,KPN_01223,A6T7T5,True,
216,KPN_01221,A6T7T3,False,
217,KPN_03318,A6TDP4,False,
218,KPN_04273,A6TGG1,True,
219,KPN_04270,A6TGF8,True,
220,KPN_04378,A6TGQ3,True,
221,KPN_04376,A6TGQ1,True,
222,KPN_01228,A6T7U0,False,
223,KPN_03317,A6TDP3,True,
224,KPN_02937,A6TCM2,True,
225,KPN_00393,A6T5H4,False,
226,KPN_04371,A6TGP6,False,
227,KPN_00871,A6T6T6,False,
228,KPN_04528,A6TH48,False,
229,KPN_04529,A6TH49,False,
230,KPN_04441,A6TGW2,False,
231,KPN_04440,A6TGW1,False,
232,KPN_04442,A6TGW3,False,
233,KPN_02649,A6TBU5,False,
234,KPN_00873,A6T6T8,False,
235,KPN_04526,A6TH46,True,
236,KPN_02648,A6TBU4,True,
237,KPN_00654,A6T683,False,
238,KPN_00655,A6T684,True,
239,KPN_03348,A6TDS4,False,
240,KPN_01788,A6T9E8,False,3QVL
241,KPN_01788,A6T9E8,False,3QVJ
242,KPN_01788,A6T9E8,False,3QVK
243,KPN_02599,A6TBP6,False,
244,KPN_00715,A6T6D7,True,
245,KPN_01787,A6T9E7,False,
246,KPN_00716,A6T6D8,True,
247,KPN_00711,A6T6D3,False,
248,KPN_00062,A6T4K1,True,
249,KPN_00061,A6T4K0,True,
250,KPN_00060,A6T4J9,False,
251,KPN_00067,A6T4K6,False,
252,KPN_00066,A6T4K5,False,
253,KPN_00065,A6T4K4,False,
254,KPN_02573,A6TBM0,False,
255,KPN_03755,A6TF08,False,
256,KPN_03756,A6TF09,False,
257,KPN_00103,A6T4P2,False,
258,KPN_03751,A6TF04,False,
259,KPN_00106,A6T4P5,False,
260,KPN_00107,A6T4P6,True,
261,KPN_02379,A6TB34,False,
262,KPN_03039,A6TCW9,False,
263,KPN_03998,A6TFP9,False,
264,KPN_02646,A6TBU2,False,
265,KPN_01985,A6T9Z5,False,
266,KPN_04624,A6THE1,False,
267,KPN_02370,A6TB25,False,
268,KPN_03161,A6TD91,False,
269,KPN_02372,A6TB27,False,
270,KPN_03996,A6TFP7,False,
271,KPN_04627,A6THE4,False,
272,KPN_03164,A6TD94,False,
273,KPN_04789,A6THV1,False,
274,KPN_03752,A6TF05,False,
275,KPN_03006,A6TCU1,False,
276,KPN_01022,A6T786,False,
277,KPN_03008,A6TCU3,False,
278,KPN_03009,A6TCU4,False,
279,KPN_02805,A6TC94,True,
280,KPN_03753,A6TF06,False,
281,KPN_02801,A6TC90,True,
282,KPN_01472,A6T8I3,False,
283,KPN_02482,A6TBC9,False,
284,KPN_02489,A6TBD6,False,
285,KPN_01091,A6T7F3,False,
286,KPN_01090,A6T7F2,False,
287,KPN_01093,A6T7F5,False,
288,KPN_01092,A6T7F4,True,
289,KPN_02410,A6TB62,False,
290,KPN_01094,A6T7F6,False,
291,KPN_00627,A6T656,True,
292,KPN_01096,A6T7F8,True,
293,KPN_01099,A6T7G1,False,
294,KPN_03488,A6TE99,False,
295,KPN_02295,A6TAV0,False,
296,KPN_02419,A6TB71,False,
297,KPN_04845,A6TI04,False,
298,KPN_02476,A6TBC3,False,
299,KPN_04188,A6TG83,False,
300,KPN_04189,A6TG84,False,
301,KPN_00781,A6T6J6,True,
302,KPN_03785,A6TF38,False,
303,KPN_04069,A6TFW8,False,
304,KPN_04787,A6THU9,False,
305,KPN_02677,A6TBX3,True,
306,KPN_04784,A6THU6,False,
307,KPN_04615,A6THD2,False,
308,KPN_02670,A6TBW6,False,
309,KPN_02373,A6TB28,False,
310,KPN_01912,A6T9S2,True,
311,KPN_02671,A6TBW7,False,
312,KPN_02054,A6TA61,False,
313,KPN_02055,A6TA62,False,
314,KPN_02480,A6TBC7,True,
315,KPN_04838,A6THZ7,True,
316,KPN_02118,A6TAC5,True,
317,KPN_04388,A6TGR3,True,
318,KPN_00961,A6T726,True,
319,KPN_03461,A6TE36,True,
320,KPN_04387,A6TGR2,False,
321,KPN_02117,A6TAC4,True,
322,KPN_04837,A6THZ6,False,
323,KPN_04830,A6THY9,False,
324,KPN_02059,A6TA66,False,
325,KPN_00968,A6T733,False,
326,KPN_00969,A6T734,False,
327,KPN_03264,A6TDJ1,False,
328,KPN_00250,A6T532,True,
329,KPN_02660,A6TBV6,False,
330,KPN_02667,A6TBW3,False,
331,KPN_02666,A6TBW2,True,
332,KPN_01132,A6T7J4,False,
333,KPN_02700,A6TBZ6,False,
334,KPN_02701,A6TBZ7,False,
335,KPN_02702,A6TBZ8,False,
336,KPN_02668,A6TBW4,False,
337,KPN_03268,A6TDJ5,False,
338,KPN_01538,A6T8P8,False,
339,KPN_02706,A6TC02,True,
340,KPN_03462,A6TE37,False,
341,KPN_00537,A6T5W6,False,
342,KPN_02462,A6TBA9,False,
343,KPN_03466,A6TE41,True,
344,KPN_02464,A6TBB1,True,
345,KPN_03465,A6TE40,True,
346,KPN_02468,A6TBB5,False,
347,KPN_03983,A6TFN4,True,
348,KPN_03038,A6TCW8,False,
349,KPN_00089,A6T4M8,False,
350,KPN_00088,A6T4M7,False,
351,KPN_01144,A6T7K6,False,
352,KPN_00080,A6T4L9,True,
353,KPN_00083,A6T4M2,False,
354,KPN_00082,A6T4M1,False,
355,KPN_03192,A6TDB9,False,
356,KPN_01661,A6T921,False,
357,KPN_03949,A6TFK0,True,
358,KPN_01872,A6T9N2,False,
359,KPN_03947,A6TFJ8,False,
360,KPN_03007,A6TCU2,False,
361,KPN_00817,A6T6N2,False,
362,KPN_03943,A6TFJ4,True,
363,KPN_03942,A6TFJ3,False,
364,KPN_03822,A6TF75,False,
365,KPN_04339,A6TGM3,True,
366,KPN_01870,A6T9N0,False,
367,KPN_03825,A6TF78,False,
368,KPN_01266,A6T7X8,False,
369,KPN_04840,A6THZ9,False,
370,KPN_04331,A6TGL5,True,
371,KPN_04280,A6TGG8,True,
372,KPN_04847,A6TI06,False,
373,KPN_02186,A6TAJ3,False,
374,KPN_04480,A6TH01,False,
375,KPN_00323,A6T5A4,False,
376,KPN_01142,A6T7K4,False,
377,KPN_03217,A6TDE4,False,
378,KPN_03216,A6TDE3,False,
379,KPN_00208,A6T4Z7,True,
380,KPN_01017,A6T781,False,
381,KPN_01874,A6T9N4,False,
382,KPN_04567,A6TH84,False,
383,KPN_03592,A6TEK1,False,
384,KPN_00887,A6T6V2,False,
385,KPN_00886,A6T6V1,False,
386,KPN_00888,A6T6V3,False,
387,KPN_04645,A6THG2,False,
388,KPN_02428,A6TB80,False,
389,KPN_03798,A6TF51,True,
390,KPN_03799,A6TF52,False,
391,KPN_01665,A6T925,False,3O7K
392,KPN_01665,A6T925,False,3O7J
393,KPN_01665,A6T925,False,3O7I
394,KPN_01665,A6T925,False,3O7H
395,KPN_03791,A6TF44,True,
396,KPN_03792,A6TF45,False,
397,KPN_03794,A6TF47,False,
398,KPN_03795,A6TF48,True,
399,KPN_03796,A6TF49,True,
400,KPN_03797,A6TF50,True,
401,KPN_02541,A6TBI8,False,
402,KPN_00140,A6T4S9,True,
403,KPN_00141,A6T4T0,True,
404,KPN_01501,A6T8L1,False,
405,KPN_00852,A6T6R7,False,
406,KPN_02235,A6TAP0,True,
407,KPN_00227,A6T510,True,
408,KPN_02237,A6TAP2,True,
409,KPN_00221,A6T504,False,
410,KPN_02335,A6TAZ0,False,
411,KPN_02334,A6TAY9,False,
412,KPN_01310,A6T821,False,
413,KPN_01867,A6T9M7,False,
414,KPN_02330,A6TAY5,False,
415,KPN_02333,A6TAY8,False,
416,KPN_03898,A6TFF1,False,
417,KPN_03897,A6TFF0,False,
418,KPN_03896,A6TFE9,False,
419,KPN_03895,A6TFE8,False,
420,KPN_04203,A6TG98,False,
421,KPN_01869,A6T9M9,False,
422,KPN_02845,A6TCD4,True,
423,KPN_03043,A6TCX3,False,
424,KPN_02688,A6TBY4,False,
425,KPN_04086,A6TFY5,False,
426,KPN_03321,A6TDP7,False,
427,KPN_03323,A6TDP9,False,
428,KPN_04412,A6TGT3,False,
429,KPN_04413,A6TGT4,True,
430,KPN_02687,A6TBY3,False,
431,KPN_01925,A6T9T5,False,
432,KPN_01924,A6T9T4,False,
433,KPN_01927,A6T9T7,False,
434,KPN_00587,A6T616,False,
435,KPN_02870,A6TCF9,False,
436,KPN_01882,A6T9P2,False,
437,KPN_03497,A6TEA8,False,
438,KPN_00667,A6T696,False,
439,KPN_01881,A6T9P1,False,
440,KPN_01928,A6T9T8,False,
441,KPN_01884,A6T9P4,False,
442,KPN_00038,A6T4H7,False,
443,KPN_04149,A6TG48,True,
444,KPN_03843,A6TF96,True,
445,KPN_04140,A6TG39,True,
446,KPN_04141,A6TG40,True,
447,KPN_04142,A6TG41,True,
448,KPN_04143,A6TG42,True,
449,KPN_04144,A6TG43,False,
450,KPN_00035,A6T4H4,True,
451,KPN_00036,A6T4H5,False,
452,KPN_00037,A6T4H6,False,
453,KPN_01590,A6T8V0,False,
454,KPN_00133,A6T4S2,False,
455,KPN_00132,A6T4S1,False,
456,KPN_03761,A6TF14,False,
457,KPN_03760,A6TF13,True,
458,KPN_00139,A6T4S8,False,
459,KPN_03640,A6TEP9,False,
460,KPN_03768,A6TF21,False,
461,KPN_03644,A6TEQ3,True,
462,KPN_03130,A6TD60,False,
463,KPN_03131,A6TD61,False,
464,KPN_03132,A6TD62,False,
465,KPN_02417,A6TB69,True,
466,KPN_04550,A6TH70,True,
467,KPN_02491,A6TBD8,False,
468,KPN_01819,A6T9H9,True,
469,KPN_03139,A6TD69,False,
470,KPN_00095,A6T4N4,True,
471,KPN_03037,A6TCW7,False,
472,KPN_03036,A6TCW6,False,
473,KPN_00092,A6T4N1,False,
474,KPN_00773,A6T6I8,False,
475,KPN_00626,A6T655,True,
476,KPN_02744,A6TC39,False,
477,KPN_02741,A6TC36,False,
478,KPN_03428,A6TE03,False,
479,KPN_02743,A6TC38,True,
480,KPN_03426,A6TE01,False,
481,KPN_00369,A6T5F0,False,
482,KPN_03425,A6TE00,False,
483,KPN_01202,A6T7R4,False,
484,KPN_04737,A6THQ3,False,
485,KPN_04736,A6THQ2,False,
486,KPN_01042,A6T7A6,False,
487,KPN_01041,A6T7A5,False,
488,KPN_01762,A6T9C2,False,
489,KPN_01761,A6T9C1,False,
490,KPN_04738,A6THQ4,False,
491,KPN_00610,A6T639,False,
492,KPN_02214,A6TAL9,False,
493,KPN_03467,A6TE42,True,
494,KPN_04352,A6TGN1,True,
495,KPN_04350,A6TGM9,False,
496,KPN_00856,A6T6S1,False,
497,KPN_04132,A6TG31,False,
498,KPN_02380,A6TB35,True,
499,KPN_00919,A6T6Y4,False,
500,KPN_00918,A6T6Y3,False,
501,KPN_03866,A6TFB9,False,
502,KPN_02388,A6TB43,True,3GDZ
503,KPN_01103,A6T7G5,False,
504,KPN_03395,A6TDX1,True,
505,KPN_03396,A6TDX2,False,
506,KPN_00309,A6T590,False,
507,KPN_01106,A6T7G8,False,
508,KPN_01104,A6T7G6,False,
509,KPN_00366,A6T5E7,False,
510,KPN_00367,A6T5E8,True,
511,KPN_03388,A6TDW4,False,
512,KPN_02636,A6TBT2,False,
513,KPN_00363,A6T5E4,False,
514,KPN_01253,A6T7W5,True,
515,KPN_03550,A6TEG1,False,
516,KPN_03498,A6TEA9,False,
517,KPN_02734,A6TC29,False,
518,KPN_04286,A6TGH4,False,
519,KPN_01994,A6TA04,False,
520,KPN_02738,A6TC33,True,
521,KPN_04601,A6THB8,False,
522,KPN_04607,A6THC4,False,3JYF
523,KPN_00408,A6T5I9,True,
524,KPN_03495,A6TEA6,False,
525,KPN_03494,A6TEA5,False,
526,KPN_01250,A6T7W2,False,
527,KPN_02758,A6TC47,True,
528,KPN_03813,A6TF66,False,
529,KPN_01256,A6T7W8,False,
530,KPN_01468,A6T8H9,False,
531,KPN_01542,A6T8Q2,False,
532,KPN_01540,A6T8Q0,False,
533,KPN_01547,A6T8Q7,False,
534,KPN_01255,A6T7W7,False,
535,KPN_03810,A6TF63,False,
536,KPN_01464,A6T8H5,False,
537,KPN_03690,A6TEU3,False,
538,KPN_01467,A6T8H8,False,
539,KPN_04249,A6TGE4,True,
540,KPN_04248,A6TGE3,True,
541,KPN_03915,A6TFG7,True,
542,KPN_04242,A6TGD7,True,
543,KPN_04241,A6TGD6,False,
544,KPN_04247,A6TGE2,False,
545,KPN_04246,A6TGE1,False,
546,KPN_04245,A6TGE0,False,
547,KPN_03190,A6TDB7,False,
548,KPN_04327,A6TGL1,False,
549,KPN_01213,A6T7S5,False,
550,KPN_02882,A6TCH1,False,
551,KPN_01211,A6T7S3,False,
552,KPN_04367,A6TGP2,False,
553,KPN_00311,A6T592,False,
554,KPN_01195,A6T7Q7,False,
555,KPN_00313,A6T594,False,
556,KPN_00312,A6T593,False,
557,KPN_02920,A6TCK5,False,
558,KPN_00314,A6T595,False,
559,KPN_02922,A6TCK7,False,
560,KPN_02888,A6TCH7,True,
561,KPN_04239,A6TGD4,False,
562,KPN_04289,A6TGH7,False,
563,KPN_04288,A6TGH6,False,
564,KPN_00355,A6T5D6,True,
565,KPN_01224,A6T7T6,False,
566,KPN_02889,A6TCH8,False,
567,KPN_02061,A6TA68,False,
568,KPN_02798,A6TC87,False,
569,KPN_02601,A6TBP8,False,
570,KPN_00700,A6T6C2,False,
571,KPN_00701,A6T6C3,True,
572,KPN_02797,A6TC86,False,
573,KPN_00024,A6T4G3,True,
574,KPN_02568,A6TBL5,False,
575,KPN_02569,A6TBL6,False,
576,KPN_00073,A6T4L2,True,
577,KPN_00175,A6T4W4,True,
578,KPN_02565,A6TBL2,False,
579,KPN_02566,A6TBL3,False,
580,KPN_02567,A6TBL4,False,
581,KPN_00078,A6T4L7,True,
582,KPN_00170,A6T4V9,True,
583,KPN_00173,A6T4W2,False,
584,KPN_04152,A6TG51,True,
585,KPN_03606,A6TEL5,False,
586,KPN_01494,A6T8K5,False,
587,KPN_01497,A6T8K7,False,
588,KPN_02206,A6TAL3,False,
589,KPN_01990,A6TA00,False,
590,KPN_02200,A6TAK7,False,
591,KPN_01493,A6T8K4,False,
592,KPN_02202,A6TAK9,False,
593,KPN_02366,A6TB21,False,
594,KPN_01999,A6TA09,False,
595,KPN_01853,A6T9L3,False,
596,KPN_02365,A6TB20,False,
597,KPN_02810,A6TC99,True,
598,KPN_02812,A6TCA1,True,
599,KPN_03397,A6TDX3,False,
600,KPN_01284,A6T7Z6,False,
601,KPN_01288,A6T800,False,
602,KPN_03373,A6TDU9,True,
603,KPN_04373,A6TGP8,False,
604,KPN_03376,A6TDV2,False,
605,KPN_03374,A6TDV0,False,
606,KPN_03375,A6TDV1,True,
607,KPN_01978,A6T9Y8,True,
608,KPN_04739,A6THQ5,False,
609,KPN_01610,A6T8X0,True,
610,KPN_00967,A6T732,False,
611,KPN_04557,A6TH77,True,
612,KPN_01976,A6T9Y6,True,
613,KPN_01974,A6T9Y4,False,
614,KPN_01975,A6T9Y5,True,
615,KPN_00632,A6T661,False,
616,KPN_00633,A6T662,False,
617,KPN_02463,A6TBB0,False,
618,KPN_02849,A6TCD8,False,
619,KPN_02119,A6TAC6,True,
620,KPN_04779,A6THU1,False,
621,KPN_01089,A6T7F1,True,
622,KPN_04074,A6TFX3,False,
623,KPN_00963,A6T728,False,
624,KPN_02519,A6TBG6,True,
625,KPN_02518,A6TBG5,True,
626,KPN_00003,A6T4E3,True,
627,KPN_00002,A6T4E2,False,
628,KPN_04175,A6TG70,False,
629,KPN_00004,A6T4E4,False,
630,KPN_01646,A6T906,False,
631,KPN_04651,A6THG8,False,
632,KPN_04178,A6TG73,False,
633,KPN_03736,A6TEY9,True,
634,KPN_04652,A6THG9,False,
635,KPN_03109,A6TD39,True,
636,KPN_03108,A6TD38,True,
637,KPN_02455,A6TBA2,False,
638,KPN_04287,A6TGH5,False,
639,KPN_04654,A6THH1,False,
640,KPN_03252,A6TDH9,False,
641,KPN_03106,A6TD36,False,
642,KPN_02116,A6TAC3,False,
643,KPN_02548,A6TBJ5,False,
644,KPN_00894,A6T6V9,False,
645,KPN_03904,A6TFF6,False,
646,KPN_02547,A6TBJ4,False,
647,KPN_00895,A6T6W0,False,
648,KPN_02674,A6TBX0,False,
649,KPN_02675,A6TBX1,False,
650,KPN_02676,A6TBX2,True,
651,KPN_03551,A6TEG2,False,
652,KPN_02779,A6TC68,True,
653,KPN_02778,A6TC67,False,
654,KPN_02672,A6TBW8,True,
655,KPN_03519,A6TED0,False,
656,KPN_03517,A6TEC8,True,
657,KPN_02771,A6TC60,False,
658,KPN_02770,A6TC59,False,
659,KPN_02773,A6TC62,False,
660,KPN_02543,A6TBJ0,False,
661,KPN_02663,A6TBV9,False,
662,KPN_03454,A6TE29,True,
663,KPN_03453,A6TE28,False,
664,KPN_02477,A6TBC4,True,
665,KPN_01126,A6T7I8,False,
666,KPN_02475,A6TBC2,True,
667,KPN_00687,A6T6B6,False,
668,KPN_02478,A6TBC5,True,
669,KPN_02479,A6TBC6,False,
670,KPN_02560,A6TBK7,True,
671,KPN_00682,A6T6B1,False,
672,KPN_00681,A6T6B0,False,
673,KPN_00680,A6T6A9,False,
674,KPN_04085,A6TFY4,False,
675,KPN_01130,A6T7J2,False,
676,KPN_04081,A6TFY0,False,
677,KPN_00370,A6T5F1,False,
678,KPN_00090,A6T4M9,False,
679,KPN_00091,A6T4N0,True,
680,KPN_00096,A6T4N5,False,
681,KPN_03491,A6TEA2,False,
682,KPN_00094,A6T4N3,True,
683,KPN_02594,A6TBP1,False,
684,KPN_04663,A6THI0,False,
685,KPN_00044,A6T4I3,True,
686,KPN_01121,A6T7I3,False,
687,KPN_01527,A6T8N7,False,
688,KPN_03442,A6TE17,False,
689,KPN_02681,A6TBX7,True,
690,KPN_00409,A6T5J0,False,
691,KPN_03954,A6TFK5,False,
692,KPN_01526,A6T8N6,False,
693,KPN_03952,A6TFK3,True,
694,KPN_03496,A6TEA7,False,
695,KPN_03817,A6TF70,False,
696,KPN_03816,A6TF69,False,
697,KPN_04285,A6TGH3,False,
698,KPN_04284,A6TGH2,False,
699,KPN_01257,A6T7W9,False,
700,KPN_04329,A6TGL3,True,
701,KPN_03811,A6TF64,False,
702,KPN_02598,A6TBP5,False,
703,KPN_04325,A6TGK9,True,
704,KPN_04850,A6TI09,True,
705,KPN_00118,A6T4Q7,False,
706,KPN_04320,A6TGK4,False,
707,KPN_04321,A6TGK5,False,
708,KPN_03819,A6TF72,False,
709,KPN_03818,A6TF71,False,
710,KPN_03202,A6TDC9,False,
711,KPN_02600,A6TBP7,False,
712,KPN_00458,A6T5N8,False,
713,KPN_00165,A6T4V4,False,
714,KPN_03206,A6TDD3,False,
715,KPN_03207,A6TDD4,False,
716,KPN_02215,A6TAM0,False,
717,KPN_03205,A6TDD2,False,
718,KPN_04553,A6TH73,False,
719,KPN_04552,A6TH72,False,
720,KPN_04551,A6TH71,True,
721,KPN_00451,A6T5N2,True,
722,KPN_00456,A6T5N7,True,
723,KPN_02705,A6TC01,False,
724,KPN_00316,A6T597,False,
725,KPN_00893,A6T6V8,False,
726,KPN_02238,A6TAP3,False,
727,KPN_00896,A6T6W1,False,
728,KPN_00897,A6T6W2,False,
729,KPN_04656,A6THH3,True,
730,KPN_04657,A6THH4,True,
731,KPN_04659,A6THH6,False,
732,KPN_00500,A6T5S9,False,
733,KPN_00070,A6T4K9,False,
734,KPN_00956,A6T721,False,
735,KPN_00955,A6T720,False,
736,KPN_03059,A6TCY9,False,
737,KPN_04213,A6TGA8,True,
738,KPN_01511,A6T8M1,False,
739,KPN_01512,A6T8M2,False,
740,KPN_04157,A6TG56,False,
741,KPN_03850,A6TFA3,False,
